sample,cg05897963,cg14498592,cg09077862,cg03461110,cg10036013,cg15896356,cg26667395,cg19861824,cg05979118,cg21141024,cg17240135,cg05648964,cg03811629,cg17913347,cg25732104,cg06946838,cg21178254,cg11541547,cg23752752,cg06212582,cg25149125,cg18546840,cg21547690,cg09507567,cg04907244,cg03191045,cg07759247,cg18836258,cg03577433,cg08852963,cg03184410,cg13429194,cg01269718,cg18663033,cg02797195,cg09129050,cg12954512,cg25331250,cg20779334,cg23713520,cg00208274,cg25663755,cg01832712,cg04415270,cg05445090,cg07342322,cg19815271,cg05516489,cg06206957,cg20415486,cg09011473,cg25185947,cg26166817,cg25470148,cg24112733,stage
TCGA-AR-A2LJ-01A,0.377640567,0.87176917,0.717832375,0.389523782,0.450369169,0.844583153,0.287688836,0.626523006,0.841139382,0.459986687,0.564750456,0.778967661,0.46330856,0.497476661,0.558008801,0.073238789,0.353749235,0.67450004,0.396095759,0.937853345,0.551647601,0.510502918,0.372766084,0.556728302,0.316094469,0.030789907,0.038389872,0.434494992,0.493619079,0.544539546,0.903928582,0.64406087,0.119442953,0.572290582,0.712467337,0.817908065,0.432790392,0.931817813,0.477706813,0.352382382,0.571783975,0.384432751,0.399613482,0.28652959,0.950024903,0.397541795,0.599077857,0.291390503,0.536214264,0.532983468,0.812657195,0.859376614,0.517040766,0.498023284,0.224240654,Late
TCGA-E9-A1RI-11A,0.218958142,0.487633901,0.797975491,0.386962491,0.418836296,0.930573397,0.154608061,0.599189181,0.915514001,0.061787158,0.612212677,0.640082162,0.287359008,0.729810293,0.553895264,0.099294281,0.260596094,0.899041581,0.230119605,0.925365364,0.715962,0.320984071,0.151826404,0.291362914,0.281296857,0.050335816,0.038324831,0.631173968,0.729469221,0.359237302,0.883103926,0.857086317,0.085306459,0.149511646,0.666733114,0.853874888,0.375252234,0.854246378,0.594011721,0.304070466,0.613854325,0.107842319,0.195422375,0.215770735,0.913927983,0.23892556,0.671284951,0.119176117,0.311394159,0.919015009,0.91503429,0.869239608,0.862181237,0.262773813,0.201037097,Late
TCGA-C8-A1HK-01A,0.609670964,0.065054347,0.559128259,0.153151897,0.117607141,0.315061244,0.164597112,0.202957688,0.424149389,0.153184414,0.18658881,0.2632775,0.402700095,0.343643331,0.573878125,0.453201993,0.608623995,0.439805651,0.09552976,0.924155237,0.828269383,0.167913241,0.095972062,0.40291456,0.139666159,0.044390578,0.055334109,0.269625407,0.698635497,0.237973175,0.503726105,0.565227218,0.677209778,0.545718872,0.668000347,0.424149389,0.7003854,0.92994798,0.2892449,0.752609779,0.223769668,0.731620876,0.637823584,0.333159484,0.919783837,0.358875843,0.697829287,0.750216415,0.189054722,0.276096736,0.529788971,0.424149389,0.306014083,0.715307125,0.181845486,Early
TCGA-BH-A0B6-01A,0.337957894,0.496316875,0.796260889,0.351580891,0.424992155,0.674579219,0.148527738,0.361083083,0.761894075,0.292871683,0.522959314,0.761502782,0.372996241,0.510499669,0.479222708,0.32625362,0.395060219,0.847415409,0.366015346,0.915976924,0.92417098,0.508484624,0.371219772,0.605537331,0.391639375,0.260806276,0.26264667,0.590069504,0.765677411,0.414394982,0.812581882,0.741960985,0.329521872,0.608736294,0.719634122,0.858240436,0.602223509,0.928739084,0.639417219,0.580743277,0.455677149,0.353575196,0.232905923,0.392787666,0.921688576,0.574769173,0.666014712,0.45444166,0.220717116,0.529510069,0.832523971,0.643619951,0.746559383,0.857046368,0.415483073,Early
TCGA-GM-A2DK-01A,0.54666951,0.204232768,0.806162567,0.276498164,0.290065246,0.835881453,0.165858813,0.310316393,0.652108247,0.356295575,0.51325117,0.587840033,0.5495462,0.804095852,0.679830848,0.076850011,0.37477875,0.665714106,0.27044465,0.951918451,0.880026432,0.331614666,0.190553935,0.346634166,0.389711815,0.094443937,0.032045808,0.324736429,0.623749668,0.423012072,0.71534181,0.499739504,0.308814144,0.509635966,0.877533737,0.859541183,0.442953349,0.893716771,0.619907507,0.293249505,0.405833191,0.248085946,0.157067003,0.373194173,0.940936471,0.606701969,0.748158801,0.126067329,0.637469275,0.324363332,0.785056672,0.688503159,0.94413589,0.688279252,0.567451562,Early
TCGA-AO-A03M-01B,0.212895707,0.347475696,0.678941272,0.414825057,0.381522711,0.928115282,0.363353344,0.434716081,0.55340184,0.307388869,0.718101486,0.617656906,0.496638092,0.77685578,0.790780433,0.446361085,0.358217481,0.904559694,0.383403775,0.908822733,0.745321497,0.696354965,0.086340297,0.530443841,0.177940912,0.402432763,0.047759382,0.589442789,0.679731393,0.447403998,0.715305877,0.701654122,0.367800269,0.719925346,0.627073785,0.781428697,0.431988514,0.885523727,0.700129564,0.515770577,0.535022509,0.431725749,0.272373648,0.550411217,0.920233915,0.195302993,0.62649964,0.504292687,0.594773697,0.541183192,0.841702385,0.55340184,0.554355214,0.865653249,0.576363599,Early
TCGA-E9-A5UO-01A,0.832139022,0.096443306,0.915794579,0.090920272,0.101059846,0.962392973,0.052567283,0.104337375,0.667125951,0.897797999,0.140533463,0.669405533,0.530516705,0.639318233,0.822214425,0.262964772,0.618974469,0.211705957,0.036141914,0.882787729,0.350313829,0.116035286,0.390618212,0.529008676,0.152760595,0.027632197,0.366080387,0.213601679,0.909700567,0.08566821,0.864112596,0.11110335,0.049596941,0.853656177,0.931222255,0.818966714,0.902350478,0.09717938,0.763381366,0.60069109,0.065748332,0.517221118,0.042932984,0.588296683,0.879793084,0.912098683,0.881433432,0.110666687,0.907058929,0.046069175,0.191149575,0.464773546,0.984647987,0.159354165,0.142478833,Early
TCGA-E9-A1NC-01A,0.363764867,0.473792754,0.625708045,0.693842642,0.733466171,0.812371326,0.197299047,0.361528462,0.819210679,0.085371344,0.708276183,0.875511752,0.232728169,0.491675263,0.487119337,0.064673022,0.230721336,0.93353969,0.767925122,0.788989285,0.582700096,0.860124749,0.20113835,0.376470094,0.103078383,0.074217011,0.037293991,0.678333247,0.661129121,0.523707519,0.867771599,0.908263912,0.13911244,0.144343883,0.382932883,0.896427751,0.212392239,0.857330606,0.321144591,0.314384069,0.8864676,0.097370144,0.41378358,0.130006171,0.892713003,0.17268801,0.460403348,0.117783422,0.381134936,0.914404666,0.937812579,0.56779689,0.953925468,0.74382804,0.477757923,Early
TCGA-AR-A24H-01A,0.646344083,0.064655702,0.505448295,0.173111173,0.167103722,0.722186135,0.093581832,0.133156412,0.565983711,0.372918003,0.296784043,0.761800096,0.590175447,0.322875618,0.838346252,0.058740433,0.622960967,0.583182561,0.082246045,0.937882321,0.537119784,0.169248111,0.644741279,0.179694329,0.217572936,0.266132854,0.041526192,0.34113595,0.742164546,0.170923794,0.869507586,0.139920394,0.702783943,0.448892481,0.886807427,0.902131214,0.803979551,0.340790853,0.416091378,0.181620736,0.654269483,0.369958555,0.080422388,0.312837427,0.944338848,0.312087049,0.293271647,0.712812596,0.270143462,0.04252143,0.732610467,0.489891467,0.571991605,0.788976273,0.266132799,Early
TCGA-B6-A0RO-01A,0.493921069,0.202047305,0.788410893,0.269145647,0.206719488,0.877578718,0.113540365,0.254450434,0.524586512,0.771371768,0.898503207,0.289049531,0.582444545,0.427474155,0.766727909,0.13302477,0.484238783,0.687861031,0.166463906,0.888682079,0.757025906,0.524586512,0.315006946,0.587897694,0.442538682,0.359234746,0.117659668,0.335296107,0.826871878,0.299316596,0.524586512,0.524586512,0.460405542,0.713324079,0.799696786,0.857594851,0.638882362,0.524586512,0.754566809,0.671360719,0.36523704,0.086183008,0.212785872,0.601118466,0.892993357,0.807262225,0.759479278,0.676073995,0.70027629,0.244576711,0.823739894,0.524586512,0.407023968,0.590373308,0.299280716,Late
TCGA-E2-A15I-11A,0.094230179,0.438755039,0.744734086,0.442923312,0.438755039,0.907254417,0.163830255,0.493774303,0.438755039,0.090592435,0.709568411,0.543045336,0.182254086,0.577199191,0.522032904,0.107303613,0.091608074,0.860137681,0.413012314,0.89601344,0.718404104,0.25369074,0.130906356,0.438755039,0.233876776,0.026301719,0.065982033,0.584640931,0.608931871,0.526045024,0.88102639,0.847596071,0.028757616,0.117224387,0.779594554,0.438755039,0.221147563,0.438755039,0.445876369,0.229773282,0.671282014,0.094635525,0.184021806,0.160482847,0.88126691,0.234645534,0.713815647,0.122823727,0.315001972,0.725247711,0.911926045,0.438755039,0.915040193,0.363365189,0.227396938,Early
TCGA-E2-A15I-01A,0.186089756,0.409917017,0.661704389,0.243974035,0.324994108,0.597323957,0.109911847,0.26478787,0.409917017,0.13462184,0.385341633,0.442661738,0.30711979,0.52462056,0.699361522,0.360978979,0.280211455,0.668690354,0.246841494,0.925295286,0.475225394,0.304365022,0.158475152,0.285132252,0.329565708,0.031714858,0.053725986,0.374714945,0.701351029,0.274811888,0.409917017,0.409917017,0.07473621,0.302397032,0.83039968,0.833941256,0.20965994,0.409917017,0.618792385,0.390968914,0.335760515,0.182723615,0.515864555,0.42887903,0.843119834,0.547109075,0.560810145,0.260915035,0.783656145,0.205038059,0.409917017,0.409917017,0.489829391,0.554158159,0.353645005,Early
TCGA-GM-A3XG-01A,0.311202502,0.896774062,0.453504725,0.573362648,0.580179449,0.587215071,0.073494505,0.652080833,0.919147895,0.284383225,0.723313727,0.706967189,0.329875282,0.785239163,0.473487845,0.101580406,0.267306661,0.896803317,0.54110396,0.940130487,0.462275647,0.793081242,0.125230444,0.848950781,0.21975954,0.038197256,0.044177848,0.49467913,0.383609954,0.618432928,0.860819813,0.680894119,0.059017205,0.466117998,0.459050647,0.885212057,0.387464309,0.934300956,0.376040224,0.58518173,0.708172331,0.202371339,0.498750577,0.170977578,0.945917936,0.195729935,0.419409433,0.496997408,0.253368123,0.789225821,0.887855195,0.908370496,0.469176422,0.779853154,0.551718884,Late
TCGA-AC-A2BK-01A,0.086446422,0.091034819,0.864785744,0.917361951,0.948315675,0.95329909,0.065696509,0.100760713,0.491401248,0.0601409,0.953298351,0.087459382,0.078628632,0.133912066,0.916151388,0.077297317,0.06550335,0.825330012,0.955372267,0.904483508,0.602394747,0.134990073,0.139748606,0.669160178,0.036415635,0.037137789,0.074775176,0.384166036,0.94394286,0.333459993,0.848824981,0.940243406,0.404707785,0.108509357,0.926080558,0.900829882,0.044920227,0.9486384,0.422492066,0.371749928,0.95954535,0.259936689,0.695561558,0.63536435,0.875731702,0.049742004,0.596011955,0.054892157,0.355375899,0.969979983,0.491401248,0.491401248,0.688643646,0.924334712,0.129279119,Late
TCGA-Z7-A8R5-01A,0.412379972,0.80432735,0.614546088,0.393342085,0.441972471,0.653189136,0.161091571,0.497858693,0.728067648,0.342971659,0.54936034,0.618245782,0.403966247,0.582621403,0.576242827,0.112518348,0.284985683,0.72763611,0.415368942,0.875403355,0.509811087,0.734006302,0.233759089,0.55185748,0.20503209,0.034090589,0.137925036,0.577029479,0.415662084,0.550076673,0.642069362,0.751474359,0.260091937,0.611998746,0.599866841,0.772415221,0.370375317,0.797362744,0.501967443,0.513448256,0.57759115,0.149379551,0.450025623,0.29105485,0.887937229,0.418573935,0.599967407,0.453140497,0.39468811,0.626575566,0.810048659,0.755045278,0.586558422,0.664591947,0.240330379,Late
TCGA-BH-A1ES-11A,0.075885003,0.461017299,0.590279082,0.574273652,0.648504661,0.461017299,0.149626572,0.577830236,0.461017299,0.127366605,0.802687514,0.512836093,0.25997648,0.805321516,0.391025481,0.106682362,0.132172172,0.894388231,0.591276398,0.888804612,0.481608888,0.461017299,0.119761904,0.461017299,0.135922634,0.030078189,0.062754062,0.620237634,0.431519314,0.595697055,0.873704231,0.858035275,0.055126384,0.357546951,0.429420901,0.853963184,0.421365122,0.461017299,0.300111479,0.369205718,0.736213002,0.172853422,0.480135408,0.288820466,0.900872162,0.102892891,0.4159375,0.220775828,0.153000114,0.933182343,0.879341657,0.461017299,0.565951991,0.716646639,0.437211349,Early
TCGA-BH-A0BV-11A,0.156751357,0.876070959,0.534116608,0.512536503,0.522646465,0.82959027,0.140808182,0.632905377,0.844386368,0.140389871,0.702096642,0.720629658,0.289063594,0.699756969,0.385107293,0.111613252,0.110340355,0.852550987,0.430771926,0.85349397,0.49483874,0.768345621,0.063505188,0.472259988,0.232745809,0.02885721,0.047485467,0.580462956,0.472259988,0.620360772,0.796058257,0.472259988,0.070431357,0.243480662,0.460573445,0.472259988,0.542320871,0.472259988,0.286656256,0.377287737,0.748849275,0.108911218,0.455002727,0.125204214,0.915376225,0.172967583,0.431536894,0.294761408,0.188162339,0.851177903,0.876592672,0.849661589,0.552381899,0.655082921,0.428293575,Early
TCGA-E2-A1B5-11A,0.187486805,0.505886763,0.625349597,0.584751693,0.63719226,0.752439777,0.102704179,0.658012307,0.892156453,0.078394792,0.701667007,0.718132605,0.259000368,0.759166392,0.475758077,0.079116208,0.255976187,0.929470958,0.557756096,0.892583894,0.525796327,0.717742289,0.110203302,0.764761547,0.32558421,0.024602635,0.06894143,0.605288368,0.405297521,0.627224938,0.875254379,0.86532151,0.046225915,0.17748101,0.450039889,0.873579787,0.305059423,0.894089418,0.345864904,0.347102024,0.770945051,0.146589461,0.430656835,0.187329935,0.918694944,0.130619745,0.393392564,0.30886034,0.224528646,0.896590515,0.908938999,0.87590471,0.584591583,0.552444204,0.485221171,Early
TCGA-C8-A9FZ-01A,0.561141229,0.076527087,0.857357441,0.12795234,0.253769716,0.940772383,0.054973809,0.496663454,0.339831641,0.809897508,0.861871284,0.667217394,0.192776341,0.244514514,0.170635372,0.124658693,0.832524836,0.310950681,0.124736843,0.92286102,0.557117939,0.178565693,0.666304254,0.136886447,0.173178672,0.026455833,0.912584806,0.138883894,0.838018162,0.179756638,0.414334613,0.253516415,0.748296583,0.876614432,0.892808464,0.687270441,0.026099578,0.941469394,0.74429046,0.85458021,0.167145882,0.403289563,0.120157629,0.795370356,0.934957798,0.778994847,0.868923164,0.061038433,0.51652398,0.056936799,0.69873784,0.855507494,0.28252436,0.603737251,0.365664415,Early
TCGA-B6-A0RG-01A,0.825949176,0.046032499,0.723205979,0.106165167,0.083972509,0.920776445,0.082660187,0.080350443,0.263989556,0.146992238,0.165446797,0.451734535,0.616528966,0.201560182,0.840156287,0.729872165,0.756269349,0.331805224,0.026345239,0.836012596,0.331484382,0.371665298,0.487173717,0.17734672,0.256912216,0.02221292,0.831329673,0.086481005,0.941229287,0.167149645,0.267905789,0.147224907,0.120451211,0.42621393,0.930087845,0.371665298,0.378049123,0.11551963,0.37370207,0.130008745,0.080811701,0.150596815,0.073360975,0.726053095,0.371665298,0.141897867,0.645046196,0.140559553,0.89039697,0.054780112,0.371665298,0.371665298,0.986765166,0.136287741,0.130400349,Early
TCGA-E2-A14N-01A,0.243579237,0.860394753,0.60163787,0.721472947,0.772298141,0.756433829,0.207088959,0.587882663,0.806950309,0.065662912,0.838554183,0.589656925,0.222738541,0.642576021,0.649296448,0.056253046,0.231322376,0.925987885,0.687249626,0.925424496,0.690709173,0.661357096,0.156069496,0.394780997,0.077315962,0.04398338,0.347702225,0.618947635,0.531484025,0.466841391,0.905728839,0.920455136,0.079022153,0.248977417,0.465206302,0.883299052,0.289301723,0.88464994,0.393150901,0.52764321,0.846630112,0.120896286,0.52360916,0.245769933,0.932324778,0.193090187,0.49001769,0.283982828,0.142135804,0.942376477,0.924455277,0.824929258,0.661732079,0.644152717,0.222120577,Early
TCGA-A7-A3RF-01A,0.42366403,0.101576193,0.758745272,0.192437658,0.147836267,0.72683324,0.059190798,0.185451573,0.432900168,0.662893518,0.250800942,0.822202971,0.508131058,0.484636765,0.792455659,0.189152051,0.350006963,0.235833817,0.146727693,0.942111721,0.454552544,0.180191954,0.514128017,0.653374113,0.233331471,0.039496687,0.036859519,0.33057891,0.789328859,0.327782323,0.801827328,0.296195199,0.053378523,0.054713429,0.474620151,0.387263877,0.209631133,0.24841184,0.645419064,0.609688385,0.273454636,0.0940727,0.137366136,0.743152708,0.915636706,0.654807737,0.503772671,0.289304621,0.132551569,0.050858222,0.326863879,0.387263877,0.521646077,0.454958109,0.059441907,Early
TCGA-B6-A408-01A,0.67230901,0.198955956,0.763187889,0.286366348,0.296596914,0.527225965,0.085539825,0.204151659,0.452079448,0.377150035,0.352696492,0.448888322,0.610828104,0.528031295,0.299656197,0.059977012,0.213185124,0.324244001,0.277295327,0.928853218,0.448841808,0.358369999,0.119814619,0.175028513,0.312436032,0.436621271,0.028179552,0.263093751,0.830666424,0.337090501,0.71633086,0.680635946,0.176194747,0.793585986,0.87395769,0.915080005,0.788938862,0.907116545,0.642845311,0.287110959,0.368069522,0.154003863,0.089305879,0.62598698,0.92227803,0.349748224,0.813446063,0.79535054,0.161519404,0.160322348,0.729578734,0.496842025,0.457984871,0.64008643,0.100689214,Late
TCGA-E2-A1B0-01A,0.312917641,0.29209294,0.560616861,0.74013002,0.789594295,0.939175792,0.110074823,0.392457929,0.765014511,0.122809859,0.63683053,0.541530024,0.302442241,0.591436447,0.5277232,0.057468138,0.284024503,0.912136631,0.737942975,0.838629744,0.617802518,0.448511439,0.182763697,0.485611711,0.175193065,0.018955716,0.190747776,0.489994809,0.428306146,0.318158021,0.86514406,0.77236381,0.093287932,0.100222844,0.443917256,0.818524642,0.423724675,0.885697531,0.313803254,0.598075538,0.883374681,0.514536937,0.460861265,0.640988457,0.917138518,0.135309812,0.675114977,0.563729552,0.356410697,0.691309126,0.89037863,0.507390124,0.605071995,0.790514294,0.148472229,Late
TCGA-A2-A4S2-01A,0.621889494,0.495287563,0.646094235,0.344388586,0.380726778,0.902992719,0.113080078,0.495043899,0.660615492,0.343702355,0.390679102,0.294029754,0.567603744,0.473024241,0.767208242,0.07558832,0.622909053,0.616761846,0.287312312,0.495287563,0.583205368,0.495287563,0.573809536,0.804145889,0.401622568,0.029478483,0.065599267,0.708088633,0.5708895,0.387507292,0.758983291,0.495287563,0.342751497,0.689874534,0.898797339,0.868696022,0.562302235,0.495287563,0.631158353,0.625484494,0.414656773,0.211188758,0.289469071,0.468694891,0.859515495,0.561154988,0.369038401,0.460106762,0.167708382,0.260989315,0.495287563,0.731897372,0.625908951,0.598078428,0.144638428,Late
TCGA-A7-A0CH-11A,0.270724006,0.882643456,0.705404929,0.609462738,0.594822503,0.877443362,0.138299744,0.597171242,0.898264136,0.122809503,0.870013627,0.817380123,0.257620742,0.715642875,0.607190832,0.165159558,0.230113705,0.887209311,0.556712085,0.910190761,0.591675919,0.743106658,0.145280914,0.57836152,0.338767223,0.024686545,0.045069483,0.593760093,0.699857748,0.430772036,0.862179448,0.782764399,0.071562172,0.293641557,0.604216652,0.855501982,0.589355204,0.905060086,0.42036316,0.362232179,0.792951755,0.115794712,0.312588872,0.134464677,0.896212986,0.34940572,0.525322249,0.193721771,0.255950483,0.851482304,0.888951077,0.826896986,0.730620988,0.621778112,0.401534481,Early
TCGA-AC-A3TM-01A,0.562839111,0.269858438,0.767402448,0.335912653,0.305088187,0.878068597,0.091923787,0.376698929,0.707964702,0.593512135,0.42966641,0.822791642,0.349296711,0.459694382,0.279246301,0.154210373,0.42257073,0.508405973,0.284377919,0.941152359,0.467666081,0.43744844,0.460677202,0.395059489,0.556132682,0.076849758,0.038643465,0.39496793,0.693907862,0.425850154,0.600574112,0.474733032,0.304644922,0.783603569,0.845072181,0.863469133,0.700163527,0.947191615,0.597685865,0.30983455,0.395767369,0.151411025,0.259496259,0.485884667,0.931501222,0.601356043,0.685740777,0.588789597,0.303498647,0.264845941,0.679423351,0.608490733,0.485794785,0.519436274,0.338421874,Late
TCGA-E9-A24A-01A,0.32765867,0.455479977,0.873283426,0.50248067,0.560363151,0.451915631,0.120436871,0.34334668,0.575925874,0.413691751,0.662083904,0.760827834,0.211279032,0.418424919,0.668663921,0.086355273,0.378379657,0.502254856,0.374149122,0.954585162,0.495849277,0.57121148,0.146535327,0.273268562,0.094340413,0.023809968,0.040056629,0.680117158,0.720682403,0.298485563,0.455479977,0.606086655,0.058797023,0.114750831,0.808071964,0.896866046,0.28166462,0.937515435,0.562790183,0.263066897,0.654935054,0.387865514,0.052973866,0.493166254,0.941952366,0.638318158,0.556235645,0.440988784,0.126828237,0.206622175,0.688999906,0.598484748,0.49892791,0.71355895,0.080508374,Early
